chunk_id,url,title,text
10_0,https://data.gov/energy/energy-tweet/,Energy Tweet - Data.gov,Energy Tweet . @ENERGY has announced the winners of Contest #1 in the American Energy Data Challenge. Check out the great ideas: http://energychallenge.energy.gov data.gov An official website of the GSA's Technology Transformation Services
11_0,https://data.gov/climate/climate-challenges/,Climate Challenges - Data.gov,"Climate Challenges Data and innovation challenges issued by public, private, nonprofit, and other organizations can help catalyze new, data-driven solutions that help communities understand and build resilience to climate change. Is your organization hosting an innovation challenge for entrepreneurs and developers to help increase awareness of and preparedness for climate change impacts? Let us know . data.gov An official website of the GSA's Technology Transformation Services"
12_0,https://data.gov/climate/climate-resources/,Resources - Data.gov,"Resources Coastal communities are becoming increasingly vulnerable to the risk of damage from coastal inundation. In the northeast, Hurricane Sandy was a stark reminder of the potential damage a single storm can cause. These additional resources listed below will allow you to create tools and provide information to help communities prepare for coastal inundation. Through the use of data, visualizations, and simulations, you can help people understand their exposure to coastal inundation hazards and their increased vulnerability due to population increase and sea level rise. Current Flood Risk: The FEMA National Flood Hazard Layer # ArcGISOnline Tool REST Service (directory only) Download ArcGISOnline Tool REST Service (directory only) Download Sea Level Rise and Coastal Flooding Impacts # Digital Coast Tool REST Services Digital Coast Tool REST Services Future Flood Risk Information for New York and New Jersey (Post-Sandy) # Online Tool Online Tool ArcGIS Online Maps # New Jersey and New York State New York City REST Services (New York and New Jersey 2050 and 2100 and New York City 2050) Download (registration required) New Jersey and New York State New York City REST Services (New York and New Jersey 2050 and 2100 and New York City 2050) Download (registration required) Coastal Erosion and Vulnerability # Shoreline change, Sea-Level Vulnerability, extreme storms coastal erosion hazards Composite Inundation Hazards for the Hurricane Sandy Impact Area Spatial extents of multiple flood hazard data sets combined. Flood hazard data sets include shallow coastal flooding, FEMA flood data (V zones, A zones, and 500-year zones treated as individual layers), storm surge for category 3 hurricane, and sea level rise of 3 feet above mean high tide. Shoreline change, Sea-Level Vulnerability, extreme storms coastal erosion hazards Composite Inundation Hazards for the Hurricane Sandy Impact Area Spatial extents of multiple flood hazard data sets combined. Flood hazard data sets include shallow coastal flooding, FEMA flood data (V zones, A zones, and 500-year zones treated as individual layers), storm surge for category 3 hurricane, and sea level rise of 3 feet above mean high tide. Spatial extents of multiple flood hazard data sets combined. Flood hazard data sets include shallow coastal flooding, FEMA flood data (V zones, A zones, and 500-year zones treated as individual layers), storm surge for category 3 hurricane, and sea level rise of 3 feet above mean high tide. Spatial extents of multiple flood hazard data sets combined. Flood hazard data sets include shallow coastal flooding, FEMA flood data (V zones, A zones, and 500-year zones treated as individual layers), storm surge for category 3 hurricane, and sea level rise of 3 feet above mean high tide. Coastal Flood Frequency # This dataset depicts the extent of flood-prone coastal areas based on predicted water levels exceeding specific tidal heights as issued by local National Weather Service offices."
12_1,https://data.gov/climate/climate-resources/,Resources - Data.gov,"Tool Homepage REST Service Download Tool Homepage REST Service Download Socio-Economic Data # Social Vulnerability Index (SoVI) Census Block Groups (2000) â€"" University of South Carolina Hazards and Vulnerability Research Institute Index measuring the social vulnerability of Census block groups to environmental hazards REST Service Download (Tool) REST Service Download (Tool) Economics: National Ocean Watch (ENOW) # Contributing Partners : Bureau of Economic Analysis, NOAA Coastal Services Center, Bureau of Labor Statistics ENOW is time-series data on the Ocean and Great Lakes Economy, which includes six economic sectors that depend on the oceans and Great Lakes. ENOW is available for counties, states, and the nation in a wide variety of formats. Tool Homepage Tool Wizard REST Service Download Tool Homepage Tool Wizard REST Service Download Historical Hurricane Tracks # Contributing Partners : NOAA Coastal Services Center Enables viewers to find tropical cyclone data in the Atlantic and Eastern Pacific Basins Tool Homepage REST Service Download Tool Homepage REST Service Download U.S. Geoplatform # Contributing Partners : U.S. Geological Survey Geospatial resources are available from the geoplatform. data.gov An official website of the GSA's Technology Transformation Services"
13_0,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"Climate Tools Here are a few government and non-government software tools to help coastal communities and others analyze and assess vulnerabilities of sea level rise, storm surges, and sinking lands. Please let us know if there are other tools we should list here. Coastal Change Analysis Program (C-CAP) Land Cover Atlas : Provides access to regional land cover and land cover change information. Climate Resilience Evaluation and Awareness Tool (CREAT) : Provides information on climate impacts to assist water utilities to assess future risks and vulnerabilities. Coastal Change Hazards Portal : The U.S. Geological Survey is uncovering the science behind coastal change hazards and providing data, tools, and scientific knowledge to help coastal planners as they work to reduce risk along our coastlines. Coastal County Snapshots : Turns complex data into easy-to-understand stories, complete with charts and graphs. Coastal Flood Exposure Mapper : Provides access to different Flood Exposure Maps showing flood hazards and different aspects of community exposure. Coastal Resilience : Delivers geospatial information on coastal ecosystems, socioeconomics, community vulnerability, and coastal hazards (including sea level rise and storm surge) via an internet mapping application that is a data viewer, data discovery tool, and a future scenario mapper. Digital Coast : Provides relevant data and tools necessary to assess coastal management issues such as coastal inundation, offshore renewable energy planning, coastal wetlands conservation, and sea level rise adaptation. Ecosystem-Based Management Tools Network Database : Search or browse to find tools for coastal and marine management and conservation projects, case studies of projects that have used tools, potential collaborators, and other resources. Hawaii Tsunami Hazard Information Service : Online access to Hawaii tsunami evacuation zone maps, as well as information about potential risks, how to prepare, and what to do in the event of a tsunami. Extreme Water Levels : Provides annual and monthly exceedance probability levels for select Center for Operational and Oceanographic Products and Services water level stations with at least 30 years of data. Federal Emergency Management Agency (FEMA) GeoPlatform : Providing geospatial data and analytics in support of emergency management. FEMA Region II Coastal Analysis and Mapping : View FEMA Flood Hazard Data for New Jersey and New York. Inundation Analysis Tool : Helps in determining the frequency (or occurrence of high waters for different elevations above a specified threshold) and duration (or the amount of time that the specified location is inundated by water) of observed high waters (tides). MarineCadastre.gov : Provides spatial context needed to address issues such as alternative energy and other types of marine planning efforts. National Stormwater Calculator (SWC) : Estimates the annual amount of rainwater and frequency of runoff from a specific site anywhere in the United States (including Puerto Rico). Planning for Changing Sea Levels : Helps the public understand, in a general way, some potential future vulnerabilities to changing sea levels, waves, tides, and surges in the New York and New Jersey areas."
13_1,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"Sea Level Rise Tool For Sandy Recovery : Addresses flood risk based on current conditions and has immediate, short-term benefits to communities, but does not adequately account for increasing flood risk resulting from sea level rise. Sea Level Rise Viewer : A slider bar shows how various levels of sea level rise will impact coastal communities. Sea Level Trends : Illustrates regional trends in sea level, with arrows representing the direction and magnitude of change. Click on an arrow to access additional information about that station. Surging Seas : Provides local regions and policy makers with the tailored local information they need to understand and respond to the risks of sea level rise and coastal flooding. United States Interagency Elevation Inventory : Displays availability of high-accuracy topographic and bathymetric data for the United States and its territories. Sponsor: NOAA URL: https://www.csc.noaa.gov/digitalcoast/tools/lca Summary: This online data viewer provides user-friendly access to regional land cover and land cover change information developed through NOAAâ€™s Coastal Change Analysis Program (C-CAP). How it works: The Land Cover Atlas eliminates the need for desktop geographic information system software, or advanced technical expertise, by processing C-CAP data for the user and providing easy access to that distilled information. Application: The tool summarizes general change trends (such as forest losses or new development) and can highlight specific changes of interest (salt marsh losses to open water, or evergreen forest losses to development, for instance). Sponsor: EPA URL: http://water.epa.gov/infrastructure/watersecurity/climate/creat.cfm Summary: CREAT assists drinking water and wastewater utility owners and operators in understanding potential climate change threats and in assessing the related risks at their individual utilities. CREAT provides users with access to the most recent national assessment of climate change impacts for use in considering how these changes will impact utility operations and missions. How it works: CREAT provides three climate scenarios that provide localized projections on temperature, annual precipitation, intense precipitation events, and sea level rise. Using either this data, or by inputing other climate projections, users identify threats to assets over different time periods. Users then weigh risks, costs, and other metrics when comparing adaptation options and packages. Application: Water utilities can plan and prepare for climate change impacts that threaten assets and operations. Sponsor: USGS URL: http://marine.usgs.gov/coastalchangehazardsportal/ Summary: Welcome to the U.S. Geological Survey Coastal Change Hazards beta site.Coastal change can dramatically alter ecosystems, cause damage to billions of dollarsâ€™ worth of coastal development, and even threaten human life. Through projects like the National Assessment of Coastal Change Hazards and regional studies of near shore processes, the U.S. Geological Survey conducts research on coastal change hazards and provides data, tools, and scientific knowledge to help coastal planners as they work to reduce risk along our coastlines. If you see changes needed or have ideas for improving use of this USGS data, please email cch\_help@usgs.gov. How it works: This beta portal allows users to search for and view USGS coastal change hazards products that provide assessments of storm, coastal erosion, and sea level rise vulnerability."
13_2,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"Application: Use map viewer to explore extreme storms, shoreline change, and sea level rise data. Sponsor: NOAA URL: https://coast.noaa.gov/digitalcoast/tools/snapshots.html Summary: The purpose of this mapping application is to provide a preliminary look at exposure to common types of coastal flooding. The viewer is a screening-level tool that uses nationally consistent data sets and analyses. How it works: Within the Coastal Flood Exposure Mapper, selected data layers associated any of the four different sections available: Flood Hazards, Societal Exposure, Infrastructure Exposure and Ecosystem Exposure. Overlay those maps to assess the community exposure to different flood hazards, and print them or shared them as PDF files. Application: The tool provides a preliminary assessment of a communityâ€™s vulnerability to flood related hazards. Users can pick and choose the best maps to get the flood exposure conversation started in your community. Sponsor: NOAA URL: https://coast.noaa.gov/digitalcoast/tools/flood-exposure.html Summary: The purpose of this mapping application is to provide a preliminary look at exposure to common types of coastal flooding. The viewer is a screening-level tool that uses nationally consistent data sets and analyses. How it works: Within the Coastal Flood Exposure Mapper, selected data layers associated any of the four different sections available: Flood Hazards, Societal Exposure, Infrastructure Exposure and Ecosystem Exposure. Overlay those maps to assess the community exposure to different flood hazards, and print them or shared them as PDF files. Application: The tool provides a preliminary assessment of a communityâ€™s vulnerability to flood related hazards. Users can pick and choose the best maps to get the flood exposure conversation started in your community. Sponsor: The Nature Conservancy URL: http://www.coastalresilience.org Summary: Adaptation to coastal hazards has traditionally been undertaken using shoreline hardening and engineered defenses. Alternative approaches to building infrastructure, such as ecosystem-based adaptation, are necessary as part of an overall strategy for creating resilient human communities in the face of climate change. Coastal Resilience was developed to help practitioners and stakeholders understand how they can make informed decisions about marine and coastal conservation, land protection, and coastal development, and implement ecosystem-based adaptation strategies. Coastal Resilience helps users visualize future conditions so they can design, build, and discuss alternative future scenarios that address sea level rise, storm surge, social and ecological vulnerability, and conservation priorities. How it works: The Coastal Resilience project delivers geospatial information on coastal ecosystems, socioeconomics, community vulnerability, and coastal hazards (including sea level rise and storm surge) via an internet mapping application that is a data viewer, data discovery tool, and a future scenario mapper. Coastal Resilience also includes a summary tool for calculating economic and ecological loss in specific geographies within the study area given different future scenarios. Coastal Resilience provides decision support to local decision-makers who are conducting their own comprehensive or post-storm redevelopment plans, and serves as an educational tool to inform stakeholders on the risks of sea level rise and storm surge."
13_3,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"Application: Coastal Resilience has been used for data exploration with the New York State Emergency Management Office, and local towns and villages on Long Island and the Connecticut shores interested in including this information as part of their comprehensive plans. Sponsor: NOAA URL: https://www.coast.noaa.gov/digitalcoast/ Summary: The Digital Coast is used to address timely coastal issues, including land use, coastal conservation, hazards, marine spatial planning, and climate change. One of the goals behind the creation of the Digital Coast was to unify groups that might not otherwise work together. This partnership network is building not only a website, but also a strong collaboration of coastal professionals intent on addressing coastal resource management needs. Website content is provided by numerous organizations, but all must meet the siteâ€™s quality and applicability standards. How it works: The strength of the Digital Coast lies in its focus on the broad coastal resource management community. The Digital Coast Partnership is continuously working to grow the Digital Coast by defining, prioritizing, and obtaining relevant website content. Application: The Digital Coast provides relevant data and tools necessary to assess coastal management issues, such as coastal inundation, offshore renewable energy planning, coastal wetlands conservation, and sea level rise adaptation. Sponsor: PlaceMatters URL: http://www.natureserve.org/conservation-tools/data-maps-tools Summary: Human activities on land and in the ocean are changing coastal and marine ecosystems and threatening their ability to provide important benefits to society, such as healthy and abundant seafood, clean beaches, and protection from storms and flooding. Ecosystem-Based Management (EBM) is an innovative management approach to address these challenges. It considers the whole ecosystem, including humans and the environment, rather than managing one issue or resource in isolation. The EBM Tools Network is an alliance of EBM tool users, providers, and researchers to promote the use and development of tools for EBM in coastal and marine environments and the terrestrial environments that affect them. The EBM Tools Database provides the most comprehensive source of information about tools and other resources for EBM. How it works: Users can search or browse the database to find tools for their coastal and marine management and conservation projects, case studies of projects that have used tools, potential collaborators, and other resources. They can also contribute information about their own tools, projects, and expertise. Use is completely free. Application: EBM tools are software or other highly documented methods that can help implement EBM by providing models of ecosystems or key ecosystem processes; generating scenarios illustrating the consequences of different management decisions on natural resources and the economy; and facilitating stakeholder involvement in planning processes. Sponsor: NOAA URL: https://coast.noaa.gov/regions/pacific/resources/tsunami/ Summary: The Tsunami Hazard Information Service provides residents and visitors of the State of Hawai'i easy, online access to the Stateâ€™s tsunami evacuation zone maps as well as information about potential risks, how to prepare, and what to do in the event of a tsunami. How it works: Search by address or Island area to find out if you are in tsunami evacation zone."
13_4,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"Application: Used by emergency managers and the public to locate areas that have risk of being inundated by a tsunami. Sponsor: NOAA URL: http://tidesandcurrents.noaa.gov/est/ Summary: Extremely high or low water levels at coastal locations are an important public concern and a factor in coastal hazard assessment, navigational safety, and ecosystem management. . How it works: When used in conjunction with real time station data, exceedance probability levels can be used to evaluate current conditions and determine whether a rare event is occurring. Application: This information may also be instrumental in planning for the possibility of dangerously high or low water events at a local level. Because these levels are station specific, their use for evaluating surrounding areas may be limited. Sponsor: FEMA URL: http://www.region2coastal.com/view-flood-maps-data/view-preliminary-flood-map-data/ Summary: View available FEMA flood hazard data for your location. Learn why FEMA flood hazard data is important to you. Explore ways you can take action now. How it works: Provides explanation of the various flood risk products FEMA developed in the wake of Hurricane Sandy in New Jersey and New York. Provides links to best available flood risk information. Application: Property owners can understand where flood risk exists and decide whether to build to higher standards based on what has been learned from Hurricane Sandy. Sponsor: NOAA URL: http://tidesandcurrents.noaa.gov/inundation/ Summary: Coastal storms and other meteorological phenomenon can have a significant impact on how high water levels rise and how often. The inundation analysis program is extremely beneficial in determining the frequency (or the occurrence of high waters for different elevations above a specified threshold) and duration (or the amount of time that the specified location is inundated by water) of observed high waters (tides). How it works: The data output of this tool provides summary statistics, which includes the number of occurrences of inundation above the threshold (events) and length of duration of inundation of each events above the threshold elevation for a specified time period. In addition to summary statistics, graphical outputs are provided using three plots. Application: Statistical output from these analyses can be useful in planning marsh restoration activities. Additionally, the analyses have broader applications for the coastal engineering and mapping community, such as, ecosystem management and regional climate change. Since these statistical outputs are station specific, use for evaluating surrounding areas may be limited. Sponsor: Bureau of Ocean Energy Management (BOEM) and NOAA URL: http://www.www.marinecadastre.gov/ Summary: MarineCadastre.gov provides many of the data and analysis tools needed for ocean energy and marine planning in one location. The Bureau of Ocean Energy Management (BOEM) and the National Oceanic and Atmospheric Administration (NOAA) developed the MarineCadastre.gov initiative to meet the requirements of the United States Energy Policy Act of 2005 and partnered with other organizations to bring together the most useful and relevant resources. How it works: MarineCadastre.gov contains authoritative and regularly updated data, including offshore boundary, infrastructure, human use, energy potential, biological, and other data of interest."
13_5,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"The data registry provides quick access to data, and the map viewers enable users to visualize data and areas of potential conflict, particularly for renewable energy development. MarineCadastre.gov is strategically aligned with the White House Digital Government Strategy, as well as a major contributor to the ocean community on Data.gov, Digital Coast, and the National GeoPlatform. Application: The combination of marine cadastral and regionally specific data provides users with the spatial context needed to address issues such as alternative energy and other types of marine planning efforts. Sponsor: EPA URL: http://www.epa.gov/water-research/national-stormwater-calculator Summary: SWC is a desktop application that estimates the annual amount of rainwater and frequency of runoff from a specific site anywhere in the United States (including Puerto Rico). Estimates are based on local soil conditions, land cover, and historic rainfall records. A recent update allows users to consider how runoff may vary based on historical weather and potential future climate.. How it works: The Calculator accesses several national databases that provide soil, topography, rainfall, and evaporation information for the chosen site. The user supplies information about the siteâ€™s land cover and selects the types of low impact development (LID) controls they would like to use. Application: It is designed to be used by anyone interested in reducing runoff from a property, including site developers, landscape architects, urban planners, and homeowners. Sponsor: USACE URL: http://www.corpsclimate.us/Sandy/ Summary: More than 8 million people live in areas at risk of coastal flooding. Along the U.S. Atlantic Coast alone, almost 60 percent of the land that is within a meter of sea level is planned for further development, with inadequate information on the potential rates and amount of sea level rise. How it works: User identifies what their base flood elevation (BFE) is and enters that into the tool. The tool calculates how much SLR will be added on top of the BFE for different sea level rise scenarios. Application: There is a simple tool to help understand the effects of changing sea levels over time, and a more detailed tool to help understand the effects of changing sea levels over time Sponsor: NOAA, FEMA, USACE, USGCRP URL: http://www.globalchange.gov/what-we-do/assessment/coastal-resilience-resources Summary: NOAA, in partnership with FEMA and the U.S. Army Corps of Engineers, has created a set of map services to help communities, residents, and other stakeholders consider risks from future sea level rise in planning for reconstruction following Hurricane Sandy. How it works: Uses the best available science and data, federal agencies jointly developed a tool to help state and local officials, understand possible future flood risks from sea level rise. Application: Provides guidance for post-Sandy rebuilding. Supported scenario planning to help planners adapt to uncertainties. Showed risk associated with projected scenarios of sea level rise. Sponsor: NOAA URL: http://www.csc.noaa.gov/slr Summary: Being able to visualize potential impacts from sea level rise is a powerful teaching and planning tool, and the Sea Level Rise Viewer brings this capability to coastal communities."
13_6,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"A slider bar is used to show how various levels of sea level rise will impact coastal communities. Additional coastal counties will be added in the near future. Maps are not available for Alaska due to elevation data accuracy and vertical datum transformation gaps. How it works: Displays potential future sea levels. Provides simulations of sea level rise at local landmarks. Communicates the spatial uncertainty of mapped sea levels. Models potential marsh migration due to sea level rise. Overlays social and economic data onto potential sea level rise. Examines how tidal flooding will become more frequent with sea level rise Application: Many agencies, states, communties using for education and ourtreach. Inundation layers are being used for adaptation planning and vulnerability assessments of potential SLR impacts. Sponsor: NOAA URL: http://tidesandcurrents.noaa.gov/sltrends/sltrends.html Summary: The Center for Operational Oceanographic Products and Services has been measuring sea level for over 150 years, with tide stations of the National Water Level Observation Network operating on all U.S. coasts. Changes in Mean Sea Level (MSL), either a sea level rise or sea level fall, have been computed at 128 long-term water level stations using a minimum span of 30 years of observations at each location. These measurements have been averaged by month to remove the effect of higher frequency phenomena (e.g. storm surge) in order to compute an accurate linear sea level trend. The trend analysis has also been extended to 240 global tide stations using data from thePermanent Service for Mean Sea Level (PSMSL). How it works: Use map viewer to explore individual tide gages. Arrows represent the direction and magitude of sea level change. Application: The mean sea level (MSL) trends measured by tide gauges that are presented on this web site are local relative MSL trends as opposed to the global sea level trend. Tide gauge measurements are made with restpect to a local fixed reference level on land; therefore, if there is some long-term vertical land motion occurring at that location, the relative MSL trend measured there is a combination of the global sea level rate and the local vertical land motion. Sponsor: Climate Central URL: http://sealevel.climatecentral.org/ Summary: In March 2012, Climate Central released Surging Seas, its first analysis of sea level rise and coastal flood threats in the United States. In October of 2013, Climate Central released Surging Seas Risk Finder, its second generation web tools and analysis for the states of New Jersey and New York. Climate Central released the web tool and analysis on November 7, 2013 for the state of Florida, and throughout 2014 will roll out the tools on a state-by-state basis for all U.S. coastal states including Hawaii and Alaska."
13_7,https://data.gov/climate/climate-tools/,Climate Tools - Data.gov,"How it works: The Surging Seas Risk Finder presents searchable complete results in detail, divided into four areas: When: Projections of sea level rise and flood risk Where: Interactive zooming map of sea level and flood risk zones What: Detailed analysis of exposed population, assets and infrastructure by individual location, from zip to state level Compare: Comparisons of exposure across the whole state or selected county Application: The Risk Finder is designed to provide local regions and policy makers with the tailored local information they need to understand and respond to the risks of sea level rise and coastal flooding. Sponsor: NOAA URL: https://www.coast.noaa.gov/digitalcoast/tools/inventory Summary: The project is a collaborative effort of NOAA and the U.S. Geological Survey, with contributions from the Federal Emergency Management Agency. This resource is a comprehensive, nationwide listing of known high-accuracy topographic data, including lidar and IfSAR, and bathymetric data, including NOAA hydrographic surveys, multibeam data, and bathymetric lidar. This inventory was completed August 2013 and will be updated annually. How it works: Provides and index of elevation data. Includes both topographic and bathymetric data and covers the entire nation. Allows users to query by county or zoom to an area of interest and print a report Application: Used to locate high-accuracy elevation and topographic data resources. data.gov An official website of the GSA's Technology Transformation Services"
